timing	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	A13	A14	A15	A16	A17	A18	A19	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100
23.8 to 24.8	0	0	0	2	0	1	1	3	1	0	2	5	0	0	0	0	0	0	15	0	2	0	0	0	5	0	5	1	0	1	1	0	0	1	0	6	0	0	5	0	1	10	1	1	0	0	1	18	0	0	0	0	4	10	0	0	2	0	0	4	1	0	3	0	0	0	0	0	1	15	0	1	3	0	5	0	0	0	11	0	0	3	0	1	0	0	0	0	5	0	1	10	1	1	0	0	1	18	0	0
23.9 to 24.9	4	2	0	2	1	24	1	4	1	1	23	5	2	2	0	0	0	3	15	0	3	0	0	0	5	0	6	4	0	12	1	2	0	1	32	6	2	0	5	1	1	10	1	2	0	1	1	18	0	1	1	0	4	10	0	0	2	0	21	5	1	0	3	0	0	0	3	0	1	16	0	1	11	0	5	1	0	0	11	0	0	3	0	1	0	0	2	0	5	1	1	10	1	2	0	1	1	18	0	1
24 to 25	4	2	0	2	1	24	1	4	1	1	23	5	2	2	0	0	0	3	15	0	3	0	0	0	5	0	6	4	0	12	1	2	0	1	32	6	2	0	5	1	1	10	1	2	0	1	1	18	0	1	1	0	4	10	0	0	2	0	21	5	1	0	3	0	0	0	3	0	1	16	0	1	11	0	5	1	0	0	11	0	0	3	0	1	0	0	2	0	5	1	1	10	1	2	0	1	1	18	0	1
24.1 to 25.1	4	2	0	2	1	24	1	4	1	1	23	5	2	2	0	0	0	3	15	0	3	0	0	0	5	0	6	4	0	12	1	2	0	1	32	6	2	0	5	1	1	10	1	2	0	1	1	18	0	1	1	0	4	10	0	0	2	0	21	5	1	0	3	0	0	0	3	0	1	16	0	1	11	0	5	1	0	0	11	0	0	3	0	1	0	0	2	0	5	1	1	10	1	2	0	1	1	18	0	1
24.2 to 25.2	4	2	0	2	1	24	1	4	1	1	23	5	2	2	0	0	0	3	15	0	3	0	0	0	5	0	6	4	0	12	1	2	0	1	32	6	2	0	5	1	1	10	1	2	0	1	1	18	0	1	1	0	4	10	0	0	2	0	21	5	1	0	3	0	0	0	3	0	1	16	0	1	11	0	5	1	0	0	11	0	0	3	0	1	0	0	2	0	5	1	1	10	1	2	0	1	1	18	0	1
24.3 to 25.3	4	2	0	0	1	23	0	1	0	1	21	0	2	2	0	0	0	3	0	0	1	0	0	0	0	0	1	3	0	11	0	2	0	0	32	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	3	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1
24.4 to 25.4	4	2	0	0	1	23	0	1	0	1	21	0	2	2	0	0	0	3	0	0	1	0	0	0	0	0	1	3	0	11	0	2	0	0	32	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	3	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1
24.5 to 25.5	4	2	0	0	1	23	0	1	0	1	21	0	2	2	0	0	0	3	0	0	1	0	0	0	0	0	1	3	0	11	0	2	0	0	32	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	3	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1
24.6 to 25.6	4	2	0	0	1	23	0	1	0	1	21	0	2	2	0	0	0	3	0	0	1	0	0	0	0	0	1	3	0	11	0	2	0	0	32	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	3	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1
24.7 to 25.7	4	2	0	0	1	23	0	1	0	1	21	0	2	2	0	0	0	3	0	0	1	0	0	0	0	0	1	3	0	11	0	2	0	0	32	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	3	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1
24.8 to 25.8	4	2	0	0	1	23	0	1	0	1	21	0	2	2	0	0	0	3	0	0	1	0	0	0	0	0	1	3	0	11	0	2	0	0	32	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	3	0	0	1	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	0	0	1
24.9 to 25.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.1 to 26.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.2 to 26.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.3 to 26.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.4 to 26.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.5 to 26.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25.6 to 26.6	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
25.7 to 26.7	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
25.8 to 26.8	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
25.9 to 26.9	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
26 to 27	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
26.1 to 27.1	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
26.2 to 27.2	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
26.3 to 27.3	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
26.4 to 27.4	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
26.5 to 27.5	5	7	0	4	0	0	0	0	2	0	0	0	0	0	3	0	0	0	17	0	0	0	23	0	0	1	0	17	0	16	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	32	0	0	0	2	0	0	1	10	0	0	1	14	5	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	32	0	0	0	2
26.6 to 27.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.7 to 27.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26.8 to 27.8	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
26.9 to 27.9	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27 to 28	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27.1 to 28.1	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27.2 to 28.2	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27.3 to 28.3	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27.4 to 28.4	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27.5 to 28.5	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27.6 to 28.6	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27.7 to 28.7	3	3	0	0	0	1	0	7	0	0	6	1	0	0	0	0	27	0	8	0	0	0	3	0	18	0	3	4	0	9	0	0	0	2	1	5	22	0	0	0	0	15	0	0	0	2	2	2	0	0	0	0	39	10	0	0	4	2	0	5	0	0	0	0	0	0	0	0	0	14	0	0	8	0	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	0	2	2	2	0	0
27.8 to 28.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27.9 to 28.9	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28 to 29	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.1 to 29.1	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.2 to 29.2	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.3 to 29.3	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.4 to 29.4	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.5 to 29.5	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.6 to 29.6	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.7 to 29.7	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.8 to 29.8	0	0	0	0	5	0	0	12	0	2	1	0	15	0	2	0	2	1	12	4	1	0	0	43	7	0	18	0	12	0	0	3	43	0	0	38	29	3	0	4	10	32	2	8	2	25	0	1	37	0	0	0	1	8	0	0	11	2	0	33	0	0	2	6	0	2	4	0	4	4	40	0	34	0	23	32	34	1	0	16	3	0	1	1	7	9	29	3	0	4	10	32	2	8	2	25	0	1	37	0
28.9 to 29.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29 to 30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.1 to 30.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.2 to 30.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.3 to 30.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.4 to 30.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.5 to 30.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.6 to 30.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.7 to 30.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.8 to 30.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29.9 to 30.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30 to 31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.1 to 31.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30.2 to 31.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
